"","ID_coords","lon","lat","date","Prcp"
"467",1,-5.53,36.56,"2020-04-11",0
"468",1,-5.53,36.56,"2020-04-12",0
"469",1,-5.53,36.56,"2020-04-13",0
"470",1,-5.53,36.56,"2020-04-14",9.07
"471",1,-5.53,36.56,"2020-04-15",3.58
"472",1,-5.53,36.56,"2020-04-16",0
"473",1,-5.53,36.56,"2020-04-17",0
"474",1,-5.53,36.56,"2020-04-18",0
"475",1,-5.53,36.56,"2020-04-19",0
"476",1,-5.53,36.56,"2020-04-20",15.49
"477",1,-5.53,36.56,"2020-04-21",6.24
"478",1,-5.53,36.56,"2020-04-22",0
"479",1,-5.53,36.56,"2020-04-23",0
"480",1,-5.53,36.56,"2020-04-24",10.48
"481",1,-5.53,36.56,"2020-04-25",0
"482",1,-5.53,36.56,"2020-04-26",0
"483",1,-5.53,36.56,"2020-04-27",0
"484",1,-5.53,36.56,"2020-04-28",0
"485",1,-5.53,36.56,"2020-04-29",0
"486",1,-5.53,36.56,"2020-04-30",0
"487",1,-5.53,36.56,"2020-05-01",0
"488",1,-5.53,36.56,"2020-05-02",0
"489",1,-5.53,36.56,"2020-05-03",0
"490",1,-5.53,36.56,"2020-05-04",0
"491",1,-5.53,36.56,"2020-05-05",0
"492",1,-5.53,36.56,"2020-05-06",0
"493",1,-5.53,36.56,"2020-05-07",0
"494",1,-5.53,36.56,"2020-05-08",0
"495",1,-5.53,36.56,"2020-05-09",2.92
"496",1,-5.53,36.56,"2020-05-10",3.51
"497",1,-5.53,36.56,"2020-05-11",10.07
"498",1,-5.53,36.56,"2020-05-12",8.75
"499",1,-5.53,36.56,"2020-05-13",12.69
"500",1,-5.53,36.56,"2020-05-14",12.07
"501",1,-5.53,36.56,"2020-05-15",0.54
"502",1,-5.53,36.56,"2020-05-16",0
"503",1,-5.53,36.56,"2020-05-17",0
"504",1,-5.53,36.56,"2020-05-18",0
"505",1,-5.53,36.56,"2020-05-19",0
"506",1,-5.53,36.56,"2020-05-20",0
"507",1,-5.53,36.56,"2020-05-21",0
"508",1,-5.53,36.56,"2020-05-22",0
"509",1,-5.53,36.56,"2020-05-23",0
"510",1,-5.53,36.56,"2020-05-24",0
"511",1,-5.53,36.56,"2020-05-25",0
"512",1,-5.53,36.56,"2020-05-26",0
"513",1,-5.53,36.56,"2020-05-27",0
"514",1,-5.53,36.56,"2020-05-28",0
"515",1,-5.53,36.56,"2020-05-29",0
"516",1,-5.53,36.56,"2020-05-30",0
"517",1,-5.53,36.56,"2020-05-31",6.59
"518",1,-5.53,36.56,"2020-06-01",0
"519",1,-5.53,36.56,"2020-06-02",0
"520",1,-5.53,36.56,"2020-06-03",0
"521",1,-5.53,36.56,"2020-06-04",5.46
"522",1,-5.53,36.56,"2020-06-05",0
"523",1,-5.53,36.56,"2020-06-06",0
"524",1,-5.53,36.56,"2020-06-07",0
"525",1,-5.53,36.56,"2020-06-08",0
"526",1,-5.53,36.56,"2020-06-09",0
"527",1,-5.53,36.56,"2020-06-10",0
"528",1,-5.53,36.56,"2020-06-11",2.39
"529",1,-5.53,36.56,"2020-06-12",0
"530",1,-5.53,36.56,"2020-06-13",0
"531",1,-5.53,36.56,"2020-06-14",0
"532",1,-5.53,36.56,"2020-06-15",0
"533",1,-5.53,36.56,"2020-06-16",0
"534",1,-5.53,36.56,"2020-06-17",0
"535",1,-5.53,36.56,"2020-06-18",0
"536",1,-5.53,36.56,"2020-06-19",0
"537",1,-5.53,36.56,"2020-06-20",0
"538",1,-5.53,36.56,"2020-06-21",0
"539",1,-5.53,36.56,"2020-06-22",0
"540",1,-5.53,36.56,"2020-06-23",0
"541",1,-5.53,36.56,"2020-06-24",0
"542",1,-5.53,36.56,"2020-06-25",0
"543",1,-5.53,36.56,"2020-06-26",0
"544",1,-5.53,36.56,"2020-06-27",0
"545",1,-5.53,36.56,"2020-06-28",0
"546",1,-5.53,36.56,"2020-06-29",0
"547",1,-5.53,36.56,"2020-06-30",0
"548",1,-5.53,36.56,"2020-07-01",0
"549",1,-5.53,36.56,"2020-07-02",0
"550",1,-5.53,36.56,"2020-07-03",0
"551",1,-5.53,36.56,"2020-07-04",0
"552",1,-5.53,36.56,"2020-07-05",0
"553",1,-5.53,36.56,"2020-07-06",0
"554",1,-5.53,36.56,"2020-07-07",0
"555",1,-5.53,36.56,"2020-07-08",0
"556",1,-5.53,36.56,"2020-07-09",0
"557",1,-5.53,36.56,"2020-07-10",0
"558",1,-5.53,36.56,"2020-07-11",0
"559",1,-5.53,36.56,"2020-07-12",0
"560",1,-5.53,36.56,"2020-07-13",0
"561",1,-5.53,36.56,"2020-07-14",0
"562",1,-5.53,36.56,"2020-07-15",0
"563",1,-5.53,36.56,"2020-07-16",0
"564",1,-5.53,36.56,"2020-07-17",0
"565",1,-5.53,36.56,"2020-07-18",0
"566",1,-5.53,36.56,"2020-07-19",0
"567",1,-5.53,36.56,"2020-07-20",0
"568",1,-5.53,36.56,"2020-07-21",0
"569",1,-5.53,36.56,"2020-07-22",0
"570",1,-5.53,36.56,"2020-07-23",0
"571",1,-5.53,36.56,"2020-07-24",0
"572",1,-5.53,36.56,"2020-07-25",0
"573",1,-5.53,36.56,"2020-07-26",0
"574",1,-5.53,36.56,"2020-07-27",0
